"variant_id","product_id","size","color","price","stock","sku","bought_at","min_stock"
"1d086ce1-3702-4b28-b0f3-5d9264c4fecb","7ff6fe91-9096-4eaa-9ddf-e0f772c62c52","10","Black","69.99",40,"VSKU095","44.99",5
"13b5c3d5-305d-491b-b218-18184e249dda","7ff6fe91-9096-4eaa-9ddf-e0f772c62c52","13","Green","69.99",40,"VSKU096","44.99",5
"4b85cbc0-8baa-4cb5-8b9c-de9516384f32","a1724599-b1ff-44d3-bddf-2c7e3f488552","42","Black","299.99",20,"VSKU097","199.99",5
"e776fefa-9cab-4bfa-9fa0-2ad228dbb88a","a1724599-b1ff-44d3-bddf-2c7e3f488552","48","Navy","299.99",20,"VSKU098","199.99",5
"e5302cbc-647e-43ab-8f3a-fbbf06731024","c22697c2-3cab-433e-b795-d382550b11bf","42","Black","149.99",30,"VSKU099","99.99",5
"32c541ad-593b-437f-bca7-f85e683687cd","c22697c2-3cab-433e-b795-d382550b11bf","48","Navy","149.99",30,"VSKU100","99.99",5
"598c7372-9c3a-49d8-8048-fb33099b620d","171332da-5bd8-4def-9b30-1ad2e1531a66","34","Black","99.99",40,"VSKU101","69.99",5
"19bc4f58-b2ab-4d73-a744-bfa636dc7b08","171332da-5bd8-4def-9b30-1ad2e1531a66","40","Navy","99.99",40,"VSKU102","69.99",5
"02b9f5db-4859-4094-a972-00af950a38fd","4ce15005-5060-41ed-992f-e2746ceb9586","L","Grey","39.99",45,"VSKU103","24.99",10
"2b0f7fe2-d13a-47c4-9397-0695fd0744bc","4ce15005-5060-41ed-992f-e2746ceb9586","XXXL","Blue","39.99",45,"VSKU104","24.99",10
"b1cbcbb3-c064-4941-b686-ab9626bde810","dba7f7db-3f72-4d68-8727-55635bc38da7","L/XL","White","49.99",40,"VSKU106","34.99",5
"4ed2d621-cb48-4e1f-a0e3-3371bace8048","8f9a0603-42fb-458e-a21c-3e6c1e58b37d","L","Grey","19.99",55,"VSKU107","12.99",10
"357997d1-7a69-491e-8acb-108737d0f377","779042b5-9b33-4152-9c3f-99d391419eda","XXL","Black","27.99",25,"VSKU032","17.99",5
"910670d8-ec78-4438-a823-65c8ff57b297","5f65ffae-99c0-42a4-92f6-f99ec4be70fe","M","White","31.99",15,"VSKU033","21.99",5
"3fa32516-5a89-4a2f-9732-96eb16d8e76c","5f65ffae-99c0-42a4-92f6-f99ec4be70fe","XL","Black","31.99",15,"VSKU034","21.99",5
"d857384a-db9d-4867-b5c5-5dc6c1cd09af","4eded604-8a97-4376-b135-d3d3cde25975","M","Grey","19.99",40,"VSKU035","12.99",10
"b8358b5d-e709-4f54-8e27-bf69b9235cf0","4eded604-8a97-4376-b135-d3d3cde25975","XL","Black","19.99",40,"VSKU036","12.99",10
"758dd499-afba-4f81-8424-a7bfb3679a9f","e081ad71-c105-411c-9400-6bf48f62eb11","S","White","23.99",30,"VSKU037","15.99",5
"3149f24b-c530-4b9b-9268-4ac1b49416b7","e081ad71-c105-411c-9400-6bf48f62eb11","L","White","23.99",30,"VSKU037","15.99",5
"e3449efc-60e9-402c-8e49-c002c023952d","e081ad71-c105-411c-9400-6bf48f62eb11","XXL","Black","23.99",30,"VSKU038","15.99",5
"64695f59-0d72-455c-a9bf-8ef79f249cff","88396672-d1a2-4b53-b0b8-58a0b4498ff0","M","Grey","16.99",50,"VSKU039","10.99",10
"b14c2def-842b-46f3-a1b5-59bec942a7d0","88396672-d1a2-4b53-b0b8-58a0b4498ff0","XL","Black","16.99",50,"VSKU040","10.99",10
"8b0500d5-0c20-4288-94ca-ee4f112ca2da","88396672-d1a2-4b53-b0b8-58a0b4498ff0","XXXL","Black","16.99",50,"VSKU040","10.99",10
"fe3297c5-7375-4269-b13f-0747aad0de5a","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","S","White","18.99",60,"VSKU041","12.99",10
"ade958e5-9d02-4115-929c-457ba199fcac","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","L","White","18.99",60,"VSKU041","12.99",10
"b6f17cf2-6be6-4775-a8c5-f1e31f66e45a","73c3d7e2-c369-46f1-a4b2-c42a3efc4b72","XXL","Black","18.99",60,"VSKU042","12.99",10
