"order_item_id","order_id","variant_id","quantity","price_at_purchase"
"bd2f264f-d0b9-4629-b44a-c741edfa289d","6459abfc-1465-467f-86ea-ebceeeef0937","1d015fea-31df-42c6-973b-f90785f52972",1,"39.99"
"b28af06d-a43f-48c4-ad89-a6287c4c6752","6459abfc-1465-467f-86ea-ebceeeef0937","c135c4b3-1aaf-45b4-91f1-eeafbe780310",2,"69.99"
"87f6693a-67e3-4fb8-a0b3-11394eae6b5d","6459abfc-1465-467f-86ea-ebceeeef0937","068b4c61-0e16-4be2-824e-9dd5acb33682",2,"79.99"
"38e03d20-2bce-4bf7-bee7-cd94126f1404","ef5061dd-adea-469c-b4e0-2eae8276a5d0","4c301e2d-6686-4971-8c6e-ae697d0ea509",1,"14.99"
"473295e2-a5c6-44a4-bea1-1f842fbc684c","ef5061dd-adea-469c-b4e0-2eae8276a5d0","309e0f9d-34f1-4040-bebe-ceed4c70c9c8",1,"25.99"
"b94ab0a1-9d42-40e9-9baa-94bca9cddf52","92098daa-1bc7-4abc-a132-1bfb8466d746","e11f98df-ae04-4008-9541-342211c97cc9",3,"29.99"
"93c4a94f-3b00-484b-b7ad-aec1bafb0e88","717dcf62-8606-430f-a1d5-bd1a6c7557e7","942c496c-84dc-4732-a4d9-e97f54f8a051",3,"22.99"
"d13dc45f-a1a5-45b5-ba62-1281a8d7ffa0","60d73020-bc4b-42e5-8b89-701982fe23e2","feb489b1-5d57-41cc-a636-cd2fadb3a906",1,"19.99"
"9cd96cd5-ef8f-40ec-b3c5-b9f105d9c464","bd194883-b110-407d-8302-3daff6167e65","9fbd48a9-2d70-4821-846e-0720e4e3a740",2,"18.99"
"ebd1f59e-965b-47c0-bee8-766e86d4fb54","03d4fc04-0468-4bb5-a73a-580a0ed2cdbe","89af2d7f-3d96-4dea-89ab-360eb015d167",2,"29.99"
"8a845e37-0a93-4963-9f95-e0c2bc7f9834","03d4fc04-0468-4bb5-a73a-580a0ed2cdbe","5b619205-8c9d-4292-98bd-ce44ddd6bd27",1,"29.99"
"039ebbe4-40a1-48cb-9c28-a6f7ea16a01a","03d4fc04-0468-4bb5-a73a-580a0ed2cdbe","237a8f6d-ef0e-44ac-b0eb-aef587f4c04f",1,"24.99"
"6ae646b3-7f46-4d28-84e3-91597faad862","03d4fc04-0468-4bb5-a73a-580a0ed2cdbe","47bd0fd2-5d8e-4da7-bc17-fb7471dd44e2",3,"22.99"
"52479d59-3712-4366-8905-2f46f2f42fb9","73446f66-8a66-4dc8-8421-6998c9187653","9088da5b-59b7-4f73-b605-57e3fa16de81",3,"16.99"
"bb5efade-4086-4f25-9f7e-bcf68ece3df8","73446f66-8a66-4dc8-8421-6998c9187653","5f940f14-a31d-46b5-b904-a3a6e0402a27",3,"18.99"
"a067a4b9-9363-4c08-9d06-42011942763a","73446f66-8a66-4dc8-8421-6998c9187653","0b71f8e0-e3e1-43a6-9d33-a87a2e08b47f",3,"19.99"
"6092e87c-ea31-4684-b562-b9ebde1d2181","73446f66-8a66-4dc8-8421-6998c9187653","e2212014-8a08-48c1-b04f-e1ed85c532ae",3,"49.99"
"40359f5c-44b5-402d-9bd5-e3b112b8cb07","cc505625-29af-4c76-b31c-41c980cee051","3d8d7ddd-89a1-4fc9-a733-d065a13f7cd5",2,"25.99"
"3a37ad3f-cd7c-4de5-9369-87071e6c2a0f","cc505625-29af-4c76-b31c-41c980cee051","19be0c44-6891-4ae6-b156-409fb2422850",1,"28.99"
"31c4877b-36f1-483b-92cd-3ace24bb4bb6","899254f2-3204-43bb-b00a-53a1862bc8c8","d48f3bd3-4e75-45d1-8441-d8f386fc965e",1,"74.99"
"b77fddb1-14b7-4064-b80d-24dd575c3582","400e21dc-22a0-4c03-8791-54bbadd49697","059cd722-3069-4523-89dd-d801a059909c",2,"39.99"
"8edc7f5e-d7bb-4aff-98ec-88dd38142478","67bef621-9e0c-44e5-a022-edec23866cd0","04a923a5-be91-410a-b1d9-10487dd6face",1,"34.99"
"cd01eaab-a2e1-4d3a-8cf5-dc8c30d1b95e","67bef621-9e0c-44e5-a022-edec23866cd0","df5854a3-de05-404b-85be-d3496485e9d5",2,"19.99"
"fb60aef6-f1de-4e7e-b067-49c0ccaf46c8","67bef621-9e0c-44e5-a022-edec23866cd0","27ef212a-1cb1-4ec0-87c3-1af84262006b",1,"19.99"
"a37a459b-f275-49a2-9898-49004f04771e","c8a2038c-8354-45b4-a76b-93d2a1e2710e","d7ea6948-a1bd-42ef-8423-844b5f686462",3,"19.99"
"198ffe65-7bfd-40bd-9a3f-97392f1397c8","c8a2038c-8354-45b4-a76b-93d2a1e2710e","5b0e60af-a249-40cc-b7a1-1e552b535545",1,"79.99"
"5a7019eb-4987-473c-bb9c-d16359b3888a","c8a2038c-8354-45b4-a76b-93d2a1e2710e","914ca3de-e0ff-4966-8aee-285650505d69",1,"21.99"
"34093bd8-553f-4bfb-9730-958cd0a170fa","073466fb-a31b-4c55-826e-444727f87796","90a102b0-6995-44db-aa21-60ebc06ab545",2,"11.99"
"8bb5384c-833b-403a-aa3b-525eddd5c647","073466fb-a31b-4c55-826e-444727f87796","8b0500d5-0c20-4288-94ca-ee4f112ca2da",3,"16.99"
"b3738bd5-cda9-4c1f-ae47-a79941f8911f","073466fb-a31b-4c55-826e-444727f87796","2998c281-a8f7-4c2a-b72d-76eebc592b24",2,"79.99"
"0eec8843-3ba0-49e5-9061-a1cab7707259","8da22980-dd5c-4c34-bd39-758b8a2e148c","92c00d61-11f4-4b9c-a68c-bf31b49f58c3",3,"79.99"
"4e61fe5f-4350-4e06-8f37-fe455daa4309","8da22980-dd5c-4c34-bd39-758b8a2e148c","afac821b-021a-4ded-b552-ab52d18f3777",1,"19.99"
"b43d8031-fd6a-40b7-b7d4-3cb2d532976e","8da22980-dd5c-4c34-bd39-758b8a2e148c","1018f285-309c-4f5b-ba84-b4c6854d2da4",3,"74.99"
"2a34a089-3c04-46aa-acf2-860e8e09333c","8da22980-dd5c-4c34-bd39-758b8a2e148c","1de2eaaa-fcdf-43bc-b2b2-f53ff16c8829",2,"29.99"
"0854d1ff-14a7-4b56-8289-417966ba9739","bb67b2d2-02c9-41ae-8225-cd843ce3d4fc","b4ea71b6-d47f-42c4-92d9-dbac5dfcfc79",1,"22.99"
"aa410285-039e-4314-aa4d-c38914f0d463","bb67b2d2-02c9-41ae-8225-cd843ce3d4fc","5f940f14-a31d-46b5-b904-a3a6e0402a27",1,"18.99"
"90060ef9-5ed9-415b-b2aa-78ef36aa83ab","bb67b2d2-02c9-41ae-8225-cd843ce3d4fc","4ed2d621-cb48-4e1f-a0e3-3371bace8048",2,"19.99"
"7ab15a76-3ce6-4f05-9fa1-8521ecde1f1c","bb67b2d2-02c9-41ae-8225-cd843ce3d4fc","f3be15bb-f768-4643-a309-9267c2765433",3,"19.99"
"7c021c39-2c8d-4ddf-a0da-eb994db4ec69","8a79bf53-0aac-4ed0-955e-2538ea779a16","19be0c44-6891-4ae6-b156-409fb2422850",3,"28.99"
"3e8472cf-0e33-4793-8924-4aa07ddd7f78","96578563-745c-43bf-a85d-ef7407313fff","90a102b0-6995-44db-aa21-60ebc06ab545",3,"11.99"
"27713635-b0e0-411f-be97-9d4d38745a16","96578563-745c-43bf-a85d-ef7407313fff","33220ed2-f3fc-4ad4-8c3a-58452d7ae64b",2,"19.99"
"cce8cbe4-d553-4a72-be6f-067d39314ca7","2b57e41d-704c-49a0-b0fe-acf41c5fec72","f893637f-80a6-41f9-9fd9-dd73ac86c6c6",3,"8.99"
"97ffdd45-b0b9-439c-8c14-aaff84c9d7a8","2b57e41d-704c-49a0-b0fe-acf41c5fec72","b9125b1a-0506-4d94-bdfc-551c7f9c52fb",1,"89.99"
"2509dcfb-2e4c-4c19-843d-6f957ebec581","2b57e41d-704c-49a0-b0fe-acf41c5fec72","3e80dc67-bb7a-4ba7-8eee-6f532a8e44b9",3,"12.99"
"af42b7c1-0985-4a0d-b3f9-15cb0259b396","2b57e41d-704c-49a0-b0fe-acf41c5fec72","60d1c8ce-550c-42a6-a43d-a367bb1c72c0",2,"16.99"
"079ed2ec-8f0f-4901-aea1-b4c2099aca54","de793232-bfae-4722-8de4-7a97e12ee770","7ffc3774-aa08-41d5-a6e1-cca31cb40330",1,"22.99"
"3af6f49b-3198-4066-8efc-d99c864d7eca","3b69e1cc-fbf4-471b-91cd-8a1f9039e9ab","d90ce5c5-5d86-4399-add6-ef2cd09e696a",3,"84.99"
"b117ccb2-e1b9-43b8-8ba5-bf4e134e7619","ae2ebfdc-34fc-4fbb-ad42-c8ed4860044d","1dede9b0-46a7-4162-9023-361a91571096",2,"299.99"
"7ea3e159-fa9c-4967-a3ce-12ccb40bfbe9","ae2ebfdc-34fc-4fbb-ad42-c8ed4860044d","ccfbbcf7-3b2c-446b-8b53-b89ac8f12605",3,"13.99"
"a3bfc71f-f937-4841-8dbb-9ab5d44ad80f","ae2ebfdc-34fc-4fbb-ad42-c8ed4860044d","aa7b4a73-88a0-4b44-8880-5cd7d70f02ba",1,"34.99"
"0d787638-5ce8-4f87-a259-e5788c00eeae","ae2ebfdc-34fc-4fbb-ad42-c8ed4860044d","80bf9712-85a1-4195-aace-52adba5936f6",1,"74.99"
"7309d6ef-d7af-4860-b157-c5d1368b6dc2","ca5b86c1-aaa5-438c-9756-7992e9c602f3","bc57798d-2df4-46ee-87af-5d0e26fc142d",3,"26.99"
"e31d0c75-adee-4cd1-b110-f7f45ec23614","ca5b86c1-aaa5-438c-9756-7992e9c602f3","c23e25b2-5547-4d5d-9388-ff34b7122a1f",1,"20.99"
"84c48268-29e7-4ab1-8be6-f76026b442d6","ca5b86c1-aaa5-438c-9756-7992e9c602f3","9d19e82a-f16e-4043-a138-3472d72738bb",1,"19.99"
"52c46cf1-02f5-421e-afc3-a97be4395e2e","ca5b86c1-aaa5-438c-9756-7992e9c602f3","f5290303-16c4-43cc-8c8a-3d97f5c3a174",1,"16.99"
"e64a8ab3-df2e-43be-93ad-13d13329c4a7","bceab8e2-e2c1-4dcd-a75c-79c41ad7bfbe","346a65f3-06f6-4c8c-9a96-bfd5b0e5c729",3,"59.99"
"0c0f1937-a06a-48d6-a7ca-702bd54d2d00","bceab8e2-e2c1-4dcd-a75c-79c41ad7bfbe","a10d454f-7171-4d3f-bc4f-ae5affc0c374",3,"12.99"
"f44df49f-eaca-4a8a-88f8-96e341dd9348","bceab8e2-e2c1-4dcd-a75c-79c41ad7bfbe","36544c46-6bda-4fce-8dea-d0c366ee72d0",3,"22.99"
"94699185-5295-4492-bab9-3c04ae82c42f","1bf4be3f-1c34-4ae5-addc-e8bb061deeca","81aa80db-200a-453a-befe-5af4185195bc",1,"49.99"
"f401dcb4-c2db-4afb-9793-65279b204812","85fc329b-8685-406c-9f1a-427af39d7ed1","70b2ba76-85db-402a-acc3-15a2518817b0",2,"29.99"
"cb01b12e-145b-47dc-bdfb-0ee2c741d246","85fc329b-8685-406c-9f1a-427af39d7ed1","d659df36-86ba-41e6-b353-f987a0136525",1,"59.99"
"d909237b-767b-44e4-a5a2-579f9bd9afec","85fc329b-8685-406c-9f1a-427af39d7ed1","bca46c23-1590-47b4-afd4-9fb30a4cd3a7",3,"17.99"
"0e499994-2851-4b0d-b57b-d75a29709a13","85fc329b-8685-406c-9f1a-427af39d7ed1","e5302cbc-647e-43ab-8f3a-fbbf06731024",1,"149.99"
"c9a3f338-6a5b-4afa-8ead-ea174d06cb91","fdac2af0-a5ad-487f-a25d-84ddd0ee2fa3","46c7a13f-578f-4387-a603-e571096bfc41",2,"18.99"
"bd6d894f-d3f0-4cd3-8fa7-ef1f1edd710a","fdac2af0-a5ad-487f-a25d-84ddd0ee2fa3","9f3663b9-3a79-44f7-928d-fee786890f21",1,"39.99"
"7659611c-71a7-4b95-86be-31f6298318a0","fdac2af0-a5ad-487f-a25d-84ddd0ee2fa3","580fb600-c101-46af-94ea-1a223cb6fae1",3,"79.99"
"abf12274-758b-414c-9e5f-c273cf8d2553","fdac2af0-a5ad-487f-a25d-84ddd0ee2fa3","61aef84e-6ab7-4bb6-a8c7-fa0817b4e1b0",2,"34.99"
"64175b37-113e-4e40-9dda-b0dfaa324d1c","8eccdb9f-523c-42f2-ad3e-758802effa48","dace4477-5de0-492f-ae01-464457049bac",1,"39.99"
"8f8a3d7a-5a37-425f-ae68-56cc9ae75a8c","6e74064a-46fc-4417-bc0a-e7ad98038a92","ba064cb2-9bb9-4820-a4b7-b6879d0823a4",1,"69.99"
"af299008-877e-4659-8307-7372823d54c8","6e74064a-46fc-4417-bc0a-e7ad98038a92","b4d24b8b-7528-472d-8f09-a13bdebbe9e1",3,"22.99"
"e6e9ea85-7ca6-40e2-934e-2732aa1ef4db","9699016c-6c2c-4a25-90ae-209e955653a7","92c00d61-11f4-4b9c-a68c-bf31b49f58c3",3,"79.99"
"8b600d35-af69-4dd8-a44a-79fd510a1f98","79cac0ec-2558-42df-9aa9-29f22f24263d","8571e7bc-c17b-4268-871e-65365f88fae0",1,"12.99"
"875ff89f-14ac-4acc-9cc0-e80e6f4c64ca","79cac0ec-2558-42df-9aa9-29f22f24263d","c73f44a3-ded9-485c-854d-2e1bb4718c8f",1,"149.99"
"996fb465-073f-40fe-94dd-ce8b98f2d84c","79cac0ec-2558-42df-9aa9-29f22f24263d","90791573-a29b-4dd1-bf94-3f27ae90af6a",2,"29.99"
"6426d2e8-e03f-42bf-b3c4-41379bc404c0","79cac0ec-2558-42df-9aa9-29f22f24263d","aaf048b7-303e-4f0c-bb3d-6b08d0a399ce",3,"34.99"
"a7c1ffc8-c675-42bf-b333-f310185e7e18","ad8690de-7427-4d21-b543-bc3fb93f7f17","6a44091e-edb0-45a9-a197-14546f76758d",2,"8.99"
"557138e3-79ee-48e1-84d3-508b7df66ed1","ad8690de-7427-4d21-b543-bc3fb93f7f17","591d792b-0b5c-464c-bb84-b22c44d96b5d",1,"29.99"
"e5b286d7-cbc8-4a5e-8fb1-b7d0563e41ee","a38805b3-ddea-47be-98b1-b5309416ad85","bb445ed7-aff8-41ea-8df3-699b03b2e29b",2,"26.99"
"c9bd6cd2-60d6-43cd-ae64-0a2e2f089fcf","a38805b3-ddea-47be-98b1-b5309416ad85","a5aee8bc-dd02-47fc-9f88-694df4c4c0a6",1,"26.99"
"30dbcdfe-8384-400c-bca5-e6f8fba0ab66","a0ab9684-d7b0-4c38-bb72-52975f0775f0","a60fd2a2-2621-492b-98d7-281cf63190bd",1,"26.99"
"20748221-99cd-44ff-bdca-8ac44e49030d","a0ab9684-d7b0-4c38-bb72-52975f0775f0","88d3d5f4-9d0b-4ecd-9bfe-5ce8f6daa53d",2,"27.99"
"c252de93-5c14-498f-b61e-0163281b5489","5d410f98-fb1b-4b75-8673-311270b6e2b3","48656725-9a0a-4bad-af02-a9da87ee137e",1,"19.99"
"83e1a88b-3e84-4921-855f-0f4ad21cde12","5d410f98-fb1b-4b75-8673-311270b6e2b3","886755b2-c253-4d71-9513-e366a5f4d3f8",3,"89.99"
"fc2594aa-e990-425e-b7b3-22c0e8596d94","5d410f98-fb1b-4b75-8673-311270b6e2b3","d857384a-db9d-4867-b5c5-5dc6c1cd09af",2,"19.99"
"d0ac13fc-8616-4689-99d7-fae45bbb174e","5d410f98-fb1b-4b75-8673-311270b6e2b3","c98266a2-35bf-4c9a-9cc7-d2fe7898f10a",2,"49.99"
"c9a7fc54-bbff-4e58-9a84-8a95216e0945","fade7f11-534c-4369-baaa-b20978e7e333","f56545cd-39ff-4184-a51e-033b379a45ea",2,"79.99"
"95b13147-e4bc-4ad2-9c3d-e9e8be70c421","0b0d800e-7343-4c89-98d3-0c0ce5742821","5bd27a19-7d02-442a-960c-ec86d467aedb",1,"17.99"
"1f2688ab-5ade-4098-9be4-5c78c561f905","0b0d800e-7343-4c89-98d3-0c0ce5742821","f3246397-36fc-49e1-9a4c-3e5c24cb5a76",3,"19.99"
"705a17b9-79af-4b35-a42f-812eccd62455","a56ce3be-63f5-4a20-a3aa-5e9c8cf3c8ac","aa3e8dd6-7238-4896-90fd-647db2f4d270",1,"79.99"
"797c417e-558f-426d-81f6-4a9931a05871","a56ce3be-63f5-4a20-a3aa-5e9c8cf3c8ac","d6f94d6c-7c35-448c-b7fd-3b6437bcbb6f",2,"39.99"
"39652530-921f-4e97-bca9-30cb63b09d19","a56ce3be-63f5-4a20-a3aa-5e9c8cf3c8ac","2b1b12cb-fa6e-4db0-9c73-f49370305b49",3,"19.99"
"852e0a7f-0907-4250-87e1-86d2475c4bd8","a56ce3be-63f5-4a20-a3aa-5e9c8cf3c8ac","f8ca9956-3d61-4c76-bbb0-f441bf2f286e",3,"27.99"
"33348945-3dff-4a50-8c1a-35fa95a38807","895e59f2-f4f7-46b7-a03a-4125613f47fc","4a8d84bf-ab25-4459-8b8d-fb89a2196a31",2,"25.99"
"da30be58-f8e8-42c8-ba9c-695a01164e38","895e59f2-f4f7-46b7-a03a-4125613f47fc","56e1daab-2060-4628-8862-f4c3e620399c",3,"16.99"
"24280675-d8c0-4d57-a644-8ba899344c7b","6a523873-6ca0-4a87-9d64-9ac94a2d6884","f3388d36-3602-46f2-86fe-ca14e7c9948b",2,"99.99"
"d96810ac-0e4c-45ce-aa72-3083a58ef821","6a523873-6ca0-4a87-9d64-9ac94a2d6884","fd0bd4c1-41c0-4b68-ae6c-9018ff205943",2,"31.99"
"bfb9f392-ca8e-4772-8abf-d8158b69ad2d","6a523873-6ca0-4a87-9d64-9ac94a2d6884","68f9d8ef-4050-4d98-99c9-238bde83f790",1,"29.99"
"4ff21ad4-91c9-4b9f-ab29-17e46c82518c","6bf12f0e-5fbc-4dd2-ac4f-a0ed17ddb123","389e8562-0f60-4aa9-8a0a-24a676d327f6",1,"84.99"
"ce11fdf8-5106-43a2-9565-d7ac4c344e24","6bf12f0e-5fbc-4dd2-ac4f-a0ed17ddb123","392be400-5c12-4f6e-ab36-0465a797d9db",1,"299.99"
"da2b58a6-d373-45fe-97be-fd0de006bfd2","6bf12f0e-5fbc-4dd2-ac4f-a0ed17ddb123","05aeca97-333c-403f-b7ba-9e8213d28cda",3,"34.99"
"420cbc0f-6d72-426b-a968-3a7c7d33564b","6bf12f0e-5fbc-4dd2-ac4f-a0ed17ddb123","21257f12-fb35-4b8d-9e01-7d359b546a0c",1,"24.99"
"62a03f8c-487f-4610-80df-8e4ad629441a","26979fcb-aa08-4443-8b6b-0433f9cb94f2","0f5b754f-89f1-49c4-89f3-2336e6512e62",2,"29.99"
"6d66eb29-0ec4-4024-8452-135c16fcda2d","c5323d32-27a9-48cf-a6f2-517f348a9107","b4ea71b6-d47f-42c4-92d9-dbac5dfcfc79",1,"22.99"
"8e0979df-a608-4dc2-a35a-6192c5077e67","c5323d32-27a9-48cf-a6f2-517f348a9107","b0c2ce90-02ed-4aff-9e82-34dc9ddd3dcf",2,"59.99"
"49e80413-faeb-408b-b8d7-d0a7b883d728","c5323d32-27a9-48cf-a6f2-517f348a9107","1d086ce1-3702-4b28-b0f3-5d9264c4fecb",2,"69.99"
"2905d3d1-776a-498f-86c9-b91081b1e79e","10f04427-bf8e-4651-81c7-9ec6b5db5ae2","10c48a85-efbe-4f16-8d9a-f3634ab40a00",2,"89.99"
"f67e843f-7343-43e0-8236-ced448ea230a","10f04427-bf8e-4651-81c7-9ec6b5db5ae2","79d8d205-6c9b-4d59-8ee4-7ab63c5e9443",3,"15.99"
"c6daaf4c-8131-4da4-9329-1d30f93c5bdb","10f04427-bf8e-4651-81c7-9ec6b5db5ae2","09eb3145-c291-45b5-ac1a-9d330a92f881",3,"49.99"
"e58a0fba-0731-41f7-9076-cdaa7a285ab3","10f04427-bf8e-4651-81c7-9ec6b5db5ae2","e1bc0590-9aed-47d8-956f-27b86fbd88ae",3,"18.99"
"9c84c051-022f-4703-9eab-02aebea54fb7","29737b1a-0186-4899-9f77-8e50dd60f210","2dd9b904-e82c-4744-b259-61eb1a4c5dd7",1,"14.99"
"e19409e6-b780-40e7-8f1b-8af3965a74c6","29737b1a-0186-4899-9f77-8e50dd60f210","7d9a3a11-ee00-482a-a108-bcda66912fce",3,"59.99"
"0915b528-0703-4a70-a01f-e0707e0ea5bb","29737b1a-0186-4899-9f77-8e50dd60f210","304fc2c7-6fdd-4927-8433-6dd740d6c090",3,"26.99"
"e7c9bdc9-4f9b-426a-a7f3-fa26b91bc7aa","29737b1a-0186-4899-9f77-8e50dd60f210","2998c281-a8f7-4c2a-b72d-76eebc592b24",3,"79.99"
"c3238728-e0ae-426a-aabb-760da052eb63","8f3aeed1-7f24-4b11-80c2-c92ec7f310e6","60ffc5e7-2f17-413c-9a2e-14bbb4b554a1",1,"24.99"
"0a320ca6-c468-42dc-b3cd-0b0092fb54e9","1130066f-a3e8-4ff2-887e-7b619b8117bb","6bdbd4f4-b638-458d-bc1d-f2ec5236acb1",2,"21.99"
"1d53d10a-7ea4-4d03-98f5-067e1c91a233","1130066f-a3e8-4ff2-887e-7b619b8117bb","920e3105-02ec-4f77-b4d3-75a7c549fa5a",2,"27.99"
"e1f032ce-197d-4b82-8aa6-1ea675681e24","1130066f-a3e8-4ff2-887e-7b619b8117bb","0151db4c-4fdf-4c4a-81c7-8ef0f19b7f2f",1,"11.99"
"7c5de9c0-e72b-44b7-ba74-1a265685c59b","1130066f-a3e8-4ff2-887e-7b619b8117bb","7c82a48d-b5f6-4f22-8c82-8684e676fc65",1,"21.99"
"e085ce55-8eec-41f8-a608-c89e48a35710","f9350289-3fb4-4e0e-b005-0d2061a80a9a","e1f0df74-2db0-496b-8765-d23e7e61856c",1,"14.99"
"bfdd4165-b799-422f-912a-332ebda3a21e","f9350289-3fb4-4e0e-b005-0d2061a80a9a","6c76f6e5-1aea-4b4d-9917-92ac0fdc1ebc",2,"10.99"
"31408aed-55ce-4e9b-9622-9e7df38c725d","69838191-5c25-4ab2-a473-bf49c4082a10","d3a76a7f-19cb-47fe-960a-2fc6a45bd22d",1,"17.99"
"ba1b9ede-b16c-4e33-99c0-ecc8a7c27be9","1e0e251b-125b-455a-b982-3291b78dc547","758dd499-afba-4f81-8424-a7bfb3679a9f",1,"23.99"
"e3434e7a-7456-4a05-af27-a8cbf43c44a4","1e0e251b-125b-455a-b982-3291b78dc547","4e2ae242-a5ce-40d9-b619-627bef4e3526",1,"25.99"
"e5194e9a-db88-4919-b23b-44bc9d977c5f","46d5c574-6a3e-4bf8-af24-eda80290793f","094a3fdd-cf67-47fc-a83d-996e75010e13",3,"39.99"
"75c1c563-6e66-44a8-9d9e-c7ebef7bea48","46d5c574-6a3e-4bf8-af24-eda80290793f","99616bde-992e-495f-88cd-97281d6b88a4",1,"26.99"
"09b8df64-e043-4b86-95ca-c3503a2a7b60","46d5c574-6a3e-4bf8-af24-eda80290793f","8d675e72-f7cc-4d4b-a12a-4c9f403c7599",1,"22.99"
"94a70d12-5788-49dd-babb-523a7e90e305","7c2214ba-e2ff-4406-9164-920858a528ac","bff332db-93c0-4801-afcf-b80f843f2323",3,"17.99"
"01cabbba-477e-4354-a33b-ac5ae76239e0","7c2214ba-e2ff-4406-9164-920858a528ac","0010f8ac-8ced-4ff2-9e9a-dcc1be27d332",3,"22.99"
